feature_set,metric,contrast_family,conditioning_level,level_a,level_b,n_pairs,mean_difference_a_minus_b,median_difference_a_minus_b,sd_difference,ci95_low,ci95_high,wilcoxon_statistic,wilcoxon_method,p_unadjusted,negative_difference_count,positive_difference_count,ties,p_holm,reject_holm_0_05
C_physical_quantity,r2,strategy_within_cutoff,Mean,Conservative,Aggressive,10,0.014069766481262203,0.0005706517575288506,0.0961866928571354,-0.03878667380174189,0.07333254384733714,25.0,exact,0.845703125,5,5,0,0.845703125,False
C_physical_quantity,r2,strategy_within_cutoff,Mean,Balanced,Aggressive,10,0.09742435155432586,0.11074031926067313,0.1246516720736563,0.021779963113353295,0.1701977156822878,7.0,exact,0.037109375,2,8,0,0.185546875,False
C_physical_quantity,r2,strategy_within_cutoff,Q3,Conservative,Balanced,10,0.05212624032128438,0.026281990099637498,0.11100083566097288,-0.00864930574496892,0.1201183388292741,13.0,exact,0.16015625,2,8,0,0.48046875,False
C_physical_quantity,r2,strategy_within_cutoff,Q3,Conservative,Aggressive,10,0.2983719801547193,0.2421807419676262,0.3436207750905371,0.12546346517944995,0.5215623185331201,3.0,exact,0.009765625,2,8,0,0.087890625,False
C_physical_quantity,r2,strategy_within_cutoff,Q3,Balanced,Aggressive,10,0.24624573983343492,0.17302081865476016,0.3334580371351218,0.08477498804127809,0.4655813872898072,3.0,exact,0.009765625,2,8,0,0.087890625,False
C_physical_quantity,r2,strategy_within_cutoff,Q3+IQR/2,Conservative,Balanced,10,0.03309545569001804,0.013945024010141471,0.05920991619865937,0.0016927774430614687,0.07127553074222495,14.0,exact,0.193359375,4,6,0,0.48046875,False
C_physical_quantity,r2,strategy_within_cutoff,Q3+IQR/2,Conservative,Aggressive,10,0.199407770669152,0.13552193369947663,0.20014090493078554,0.08482826037034287,0.3175721368149323,4.0,exact,0.013671875,1,9,0,0.087890625,False
C_physical_quantity,r2,strategy_within_cutoff,Q3+IQR/2,Balanced,Aggressive,10,0.16631231497913398,0.11356221523439314,0.21436413635954227,0.041916455992499116,0.29100065059313107,9.0,exact,0.064453125,2,8,0,0.2578125,False
C_physical_quantity,r2,cutoff_within_strategy,Conservative,Mean,Q3,10,-0.05278041552040528,-0.05730681867533538,0.10322490299987547,-0.1110765227991062,0.009421672528177294,13.0,exact,0.16015625,7,3,0,0.80078125,False
C_physical_quantity,r2,cutoff_within_strategy,Conservative,Mean,Q3+IQR/2,10,-0.09907627596049959,-0.12621756928567945,0.07697002557320419,-0.13960156017161784,-0.05000573722234262,3.0,exact,0.009765625,8,2,0,0.087890625,False
C_physical_quantity,r2,cutoff_within_strategy,Conservative,Q3,Q3+IQR/2,10,-0.0462958604400943,-0.03844526105190876,0.06601327553469934,-0.087577858033923,-0.010381074274377152,10.0,exact,0.083984375,7,3,0,0.587890625,False
C_physical_quantity,r2,cutoff_within_strategy,Balanced,Mean,Q3,10,0.08270040987394277,0.06830137477025672,0.13968275037153163,0.01080268907099838,0.17264251997097177,11.0,exact,0.10546875,3,7,0,0.6328125,False
C_physical_quantity,r2,cutoff_within_strategy,Balanced,Mean,Q3+IQR/2,10,0.017373764802582126,0.03042901498533801,0.08204520347666588,-0.03266983330163389,0.06327931568737634,21.0,exact,0.556640625,4,6,0,0.984375,False
C_physical_quantity,r2,cutoff_within_strategy,Balanced,Q3,Q3+IQR/2,10,-0.06532664507136064,-0.029046131069733194,0.14830379310349062,-0.1572024046663431,0.016491949966398124,16.0,exact,0.275390625,6,4,0,0.9296875,False
C_physical_quantity,r2,cutoff_within_strategy,Aggressive,Mean,Q3,10,0.23152179815305182,0.1817565091360278,0.2946154596888692,0.07980436952131173,0.42334312590284845,4.0,exact,0.013671875,2,8,0,0.109375,False
C_physical_quantity,r2,cutoff_within_strategy,Aggressive,Mean,Q3+IQR/2,10,0.08626172822739024,-0.0013082209862276817,0.21246796611810706,-0.03557129488535095,0.21203906523283464,20.0,exact,0.4921875,5,5,0,0.984375,False
C_physical_quantity,r2,cutoff_within_strategy,Aggressive,Q3,Q3+IQR/2,10,-0.14526006992566162,-0.10936315909666156,0.3988604159408019,-0.3929687039718067,0.06931205260892317,15.0,exact,0.232421875,7,3,0,0.9296875,False
C_physical_quantity,mape_pct,strategy_within_cutoff,Mean,Conservative,Balanced,10,3.0411509719393672,3.139119285165272,3.197446105519442,1.098805846888305,4.919338847747978,8.0,exact,0.048828125,1,9,0,0.29296875,False
C_physical_quantity,mape_pct,strategy_within_cutoff,Mean,Conservative,Aggressive,10,-2.7162425166435944,-0.5234206743808656,6.775025361534275,-6.895812152116522,0.9943569462164739,17.0,exact,0.322265625,5,5,0,0.966796875,False
C_physical_quantity,mape_pct,strategy_within_cutoff,Mean,Balanced,Aggressive,10,-5.757393488582961,-3.4796766148185014,6.679008151416319,-9.788092997967867,-2.090885585891014,3.0,exact,0.009765625,8,2,0,0.087890625,False
C_physical_quantity,mape_pct,strategy_within_cutoff,Q3,Conservative,Balanced,10,-4.04263980713261,-1.853240688819218,5.111578102321205,-7.157764139923891,-1.217838278359763,7.0,exact,0.037109375,7,3,0,0.259765625,False
C_physical_quantity,mape_pct,strategy_within_cutoff,Q3,Conservative,Aggressive,10,-5.944946246955405,-1.5615618186939582,10.726111770669535,-12.978206369270518,-0.7557367203793012,10.0,exact,0.083984375,7,3,0,0.419921875,False
C_physical_quantity,mape_pct,strategy_within_cutoff,Q3,Balanced,Aggressive,10,-1.9023064398227951,-0.2694386140819667,7.379236337044423,-6.794177783250721,1.7229098680715151,21.0,exact,0.556640625,6,4,0,1.0,False
C_physical_quantity,mape_pct,strategy_within_cutoff,Q3+IQR/2,Conservative,Balanced,10,-1.1499156825569123,0.008392223750023575,3.3159710988233475,-3.3578993754373454,0.24639628310999168,22.0,exact,0.625,5,5,0,1.0,False
C_physical_quantity,mape_pct,strategy_within_cutoff,Q3+IQR/2,Conservative,Aggressive,10,-2.1430053655640946,-2.0102462088648334,1.895400293513748,-3.2181847774724868,-1.0139678833287544,3.0,exact,0.009765625,9,1,0,0.087890625,False
C_physical_quantity,mape_pct,strategy_within_cutoff,Q3+IQR/2,Balanced,Aggressive,10,-0.9930896830071824,-2.386535434940141,3.849273557633203,-2.9025684309274378,1.4820197285329575,15.0,exact,0.232421875,7,3,0,0.9296875,False
C_physical_quantity,mape_pct,cutoff_within_strategy,Conservative,Mean,Q3,10,3.1769985750059258,2.725201037640108,3.650010208234807,1.1472228315910944,5.3949731678189705,9.0,exact,0.064453125,3,7,0,0.451171875,False
C_physical_quantity,mape_pct,cutoff_within_strategy,Conservative,Mean,Q3+IQR/2,10,5.824027886765956,4.379462592397072,5.680728282285236,2.637196000135329,9.253458779867653,2.0,exact,0.005859375,1,9,0,0.052734375,False
C_physical_quantity,mape_pct,cutoff_within_strategy,Conservative,Q3,Q3+IQR/2,10,2.6470293117600296,0.8878960451289473,5.671535348576671,-0.3870353397407857,6.269866424463075,16.0,exact,0.275390625,3,7,0,0.826171875,False
C_physical_quantity,mape_pct,cutoff_within_strategy,Balanced,Mean,Q3,10,-3.9067922040660505,-2.4813019120766544,6.511770750609223,-7.937029880329102,-0.3603510282165129,10.0,exact,0.083984375,8,2,0,0.50390625,False
C_physical_quantity,mape_pct,cutoff_within_strategy,Balanced,Mean,Q3+IQR/2,10,1.632961232269676,1.082242283954125,5.636980272523165,-1.5462906797357476,5.096387403379493,20.0,exact,0.4921875,4,6,0,0.984375,False
C_physical_quantity,mape_pct,cutoff_within_strategy,Balanced,Q3,Q3+IQR/2,10,5.539753436335726,2.4677223583781522,8.765497179228484,1.0669662094035173,11.156084248354595,7.0,exact,0.037109375,3,7,0,0.296875,False
C_physical_quantity,mape_pct,cutoff_within_strategy,Aggressive,Mean,Q3,10,-0.05170515530588453,-1.08669352554789,6.9083814723421835,-4.113994286512883,3.900713417536504,26.0,exact,0.921875,6,4,0,0.984375,False
C_physical_quantity,mape_pct,cutoff_within_strategy,Aggressive,Mean,Q3+IQR/2,10,6.397265037845456,5.22895776956147,9.133903851561966,1.175361168799867,11.859560136756679,10.0,exact,0.083984375,3,7,0,0.50390625,False
C_physical_quantity,mape_pct,cutoff_within_strategy,Aggressive,Q3,Q3+IQR/2,10,6.4489701931513395,1.3044502093398815,11.45210089419756,0.43421393475816095,13.923784686579356,12.0,exact,0.130859375,3,7,0,0.5234375,False
C_physical_quantity,rmse,strategy_within_cutoff,Mean,Conservative,Balanced,10,8792.521314385302,7469.984026294267,8770.25953557957,3899.8698030673736,14142.084105598537,3.0,exact,0.009765625,2,8,0,0.087890625,False
C_physical_quantity,rmse,strategy_within_cutoff,Mean,Conservative,Aggressive,10,161.85995454273944,39.53401848175781,7945.200103605965,-4498.5638298444455,4834.211547595603,27.0,exact,1.0,5,5,0,1.0,False
C_physical_quantity,rmse,strategy_within_cutoff,Mean,Balanced,Aggressive,10,-8630.661359842561,-11157.076918829582,11533.14860589326,-15047.308778537907,-1425.1555431018844,8.0,exact,0.048828125,8,2,0,0.244140625,False
C_physical_quantity,rmse,strategy_within_cutoff,Q3,Conservative,Balanced,10,-3351.8288301597677,-3123.2635341104724,9443.953142304275,-8733.95778554418,2407.9120269240025,14.0,exact,0.193359375,8,2,0,0.580078125,False
C_physical_quantity,rmse,strategy_within_cutoff,Q3,Conservative,Aggressive,10,-22027.100562487012,-18347.00906149343,23531.16850728306,-36809.96804082927,-9372.346312210966,3.0,exact,0.009765625,8,2,0,0.087890625,False
C_physical_quantity,rmse,strategy_within_cutoff,Q3,Balanced,Aggressive,10,-18675.271732327245,-11312.772509073715,21379.3520205952,-32319.244362315858,-7769.219739799845,3.0,exact,0.009765625,8,2,0,0.087890625,False
C_physical_quantity,rmse,strategy_within_cutoff,Q3+IQR/2,Conservative,Balanced,10,-2914.4501281589555,-1300.2748665692707,5552.140918619647,-6358.111887165374,45.3969010516049,14.0,exact,0.193359375,6,4,0,0.580078125,False
C_physical_quantity,rmse,strategy_within_cutoff,Q3+IQR/2,Conservative,Aggressive,10,-17529.30986103967,-12223.697890945405,17681.503305027705,-28133.68719902153,-7433.705433036479,4.0,exact,0.013671875,9,1,0,0.087890625,False
C_physical_quantity,rmse,strategy_within_cutoff,Q3+IQR/2,Balanced,Aggressive,10,-14614.859732880714,-11202.048016339999,19075.05732267151,-26051.910867678725,-3773.421270726918,8.0,exact,0.048828125,8,2,0,0.244140625,False
C_physical_quantity,rmse,cutoff_within_strategy,Conservative,Mean,Q3,10,5975.26759014156,6460.603574386059,9617.91256044032,143.9709282129544,11361.833785578669,10.0,exact,0.083984375,3,7,0,0.587890625,False
C_physical_quantity,rmse,cutoff_within_strategy,Conservative,Mean,Q3+IQR/2,10,10375.883603398528,13454.089851109915,7896.528636020243,5268.96757383323,14496.718657265621,3.0,exact,0.009765625,2,8,0,0.087890625,False
C_physical_quantity,rmse,cutoff_within_strategy,Conservative,Q3,Q3+IQR/2,10,4400.616013256969,4365.426913333493,5873.80168614526,996.0290458803979,7916.511013773683,10.0,exact,0.083984375,3,7,0,0.587890625,False
C_physical_quantity,rmse,cutoff_within_strategy,Balanced,Mean,Q3,10,-6169.082554403509,-6209.619991749747,10251.39094450837,-12188.652556969013,-249.4560772501794,11.0,exact,0.10546875,7,3,0,0.587890625,False
C_physical_quantity,rmse,cutoff_within_strategy,Balanced,Mean,Q3+IQR/2,10,-1331.0878391457277,-3477.4715273296206,9071.479176852195,-6214.403777906265,4189.332406556486,22.0,exact,0.625,6,4,0,0.826171875,False
C_physical_quantity,rmse,cutoff_within_strategy,Balanced,Q3,Q3+IQR/2,10,4837.9947152577815,3443.0165279072353,12388.486427455282,-2366.949374968953,12125.899999985966,16.0,exact,0.275390625,4,6,0,0.826171875,False
C_physical_quantity,rmse,cutoff_within_strategy,Aggressive,Mean,Q3,10,-16213.692926888194,-15642.473557269146,19422.130621027267,-27871.159334735665,-4838.725710920308,6.0,exact,0.02734375,8,2,0,0.21875,False
C_physical_quantity,rmse,cutoff_within_strategy,Aggressive,Mean,Q3+IQR/2,10,-7315.286212183879,-1177.1643203142412,18142.542172965273,-18119.73577578973,3093.461161397497,18.0,exact,0.375,5,5,0,0.826171875,False
C_physical_quantity,rmse,cutoff_within_strategy,Aggressive,Q3,Q3+IQR/2,10,8898.406714704315,8358.839855436763,28386.56468736579,-7901.7649529902255,26087.541628590487,14.0,exact,0.193359375,3,7,0,0.7734375,False
C_physical_quantity,rmse_q3,strategy_within_cutoff,Mean,Conservative,Balanced,10,10934.804233951636,12739.036207359248,20354.3854318018,-811.2557701934112,22981.882567230747,13.0,exact,0.16015625,3,7,0,0.654296875,False
C_physical_quantity,rmse_q3,strategy_within_cutoff,Mean,Conservative,Aggressive,10,9606.039561971169,8029.281152266685,16901.43900944013,-277.94115743654197,19724.550950479992,12.0,exact,0.130859375,3,7,0,0.654296875,False
C_physical_quantity,rmse_q3,strategy_within_cutoff,Mean,Balanced,Aggressive,10,-1328.7646719804682,1536.6371049185036,22739.05628069494,-14962.823380651958,11876.19760935502,26.0,exact,0.921875,5,5,0,1.0,False
C_physical_quantity,rmse_q3,strategy_within_cutoff,Q3,Conservative,Balanced,10,3484.544019961578,-1090.9814340964513,15898.828388846314,-5656.298154428208,13012.8361393012,23.0,exact,0.6953125,6,4,0,1.0,False
C_physical_quantity,rmse_q3,strategy_within_cutoff,Q3,Conservative,Aggressive,10,-38653.063878203466,-40494.27342164226,35873.39535627993,-59082.229838722924,-17237.69104629436,4.0,exact,0.013671875,8,2,0,0.109375,False
C_physical_quantity,rmse_q3,strategy_within_cutoff,Q3,Balanced,Aggressive,10,-42137.60789816505,-33756.96976329021,38593.763129471445,-65147.262450224094,-20679.469576130177,3.0,exact,0.009765625,8,2,0,0.087890625,False
C_physical_quantity,rmse_q3,strategy_within_cutoff,Q3+IQR/2,Conservative,Balanced,10,-5098.090023105685,-2986.3561962928798,8781.552773073565,-10320.29874543385,-152.24169377272045,12.0,exact,0.130859375,7,3,0,0.654296875,False
C_physical_quantity,rmse_q3,strategy_within_cutoff,Q3+IQR/2,Conservative,Aggressive,10,-34784.21909184767,-24376.865663510835,36183.208417633025,-56405.39859499183,-14180.684367823564,4.0,exact,0.013671875,9,1,0,0.109375,False
C_physical_quantity,rmse_q3,strategy_within_cutoff,Q3+IQR/2,Balanced,Aggressive,10,-29686.129068741982,-21187.735438707212,36771.02297336067,-51665.006122309765,-8886.85551864828,7.0,exact,0.037109375,8,2,0,0.22265625,False
C_physical_quantity,rmse_q3,cutoff_within_strategy,Conservative,Mean,Q3,10,6948.268006498203,8693.037968460449,17330.522920834024,-3561.6754333765007,16809.86090305155,15.0,exact,0.232421875,3,7,0,1.0,False
C_physical_quantity,rmse_q3,cutoff_within_strategy,Conservative,Mean,Q3+IQR/2,10,8677.133288482833,17328.874433234232,18222.768465187793,-2575.5665945888827,18470.691175486907,13.0,exact,0.16015625,3,7,0,1.0,False
C_physical_quantity,rmse_q3,cutoff_within_strategy,Conservative,Q3,Q3+IQR/2,10,1728.865281984629,1693.8055550216668,9814.009187150112,-4091.4578806516693,7468.066446452199,22.0,exact,0.625,5,5,0,1.0,False
C_physical_quantity,rmse_q3,cutoff_within_strategy,Balanced,Mean,Q3,10,-501.99220749185406,2269.4528625231214,20256.524707854278,-12287.678043990816,11379.22877906926,27.0,exact,1.0,4,6,0,1.0,False
C_physical_quantity,rmse_q3,cutoff_within_strategy,Balanced,Mean,Q3+IQR/2,10,-7355.760968574488,-8134.1745529771,17806.796955891154,-16905.599002889416,3862.257033133154,15.0,exact,0.232421875,8,2,0,1.0,False
C_physical_quantity,rmse_q3,cutoff_within_strategy,Balanced,Q3,Q3+IQR/2,10,-6853.768761082634,-4019.671782030764,19070.253690714726,-18304.62969681841,4035.0988724076346,18.0,exact,0.375,7,3,0,1.0,False
C_physical_quantity,rmse_q3,cutoff_within_strategy,Aggressive,Mean,Q3,10,-41310.83543367644,-48701.07326637217,41476.03171787982,-65103.161350486516,-16626.830232813354,5.0,exact,0.01953125,8,2,0,0.17578125,False
C_physical_quantity,rmse_q3,cutoff_within_strategy,Aggressive,Mean,Q3+IQR/2,10,-35713.125365336,-38692.52603167926,39133.017230975165,-58203.28183370618,-12876.392988703168,6.0,exact,0.02734375,8,2,0,0.21875,False
C_physical_quantity,rmse_q3,cutoff_within_strategy,Aggressive,Q3,Q3+IQR/2,10,5597.710068340433,6287.798628636767,45835.4530440891,-22478.55260648621,31223.02362120612,23.0,exact,0.6953125,5,5,0,1.0,False
C_physical_quantity,rmse_q3_iqr2,strategy_within_cutoff,Mean,Conservative,Balanced,10,11260.690797308358,13755.80100071161,28935.41125843555,-5310.4187750525025,27945.931508235124,16.0,exact,0.275390625,3,7,0,0.826171875,False
C_physical_quantity,rmse_q3_iqr2,strategy_within_cutoff,Mean,Conservative,Aggressive,10,10863.6876786182,10458.263836440761,21510.91421498839,-1847.3682117617736,23268.667210582014,12.0,exact,0.130859375,3,7,0,0.5234375,False
C_physical_quantity,rmse_q3_iqr2,strategy_within_cutoff,Mean,Balanced,Aggressive,10,-397.0031186901571,3390.82975576643,29799.234368694666,-18009.342436517247,16904.147451247743,26.0,exact,0.921875,5,5,0,0.921875,False
C_physical_quantity,rmse_q3_iqr2,strategy_within_cutoff,Q3,Conservative,Balanced,10,5864.9725839664525,4939.374665947245,20550.778744238996,-6158.958357983242,18237.664896155387,19.0,exact,0.431640625,4,6,0,0.86328125,False
C_physical_quantity,rmse_q3_iqr2,strategy_within_cutoff,Q3,Conservative,Aggressive,10,-52027.501410799225,-57304.078354588004,45171.031639024906,-78158.74095919258,-25132.26864476556,4.0,exact,0.013671875,8,2,0,0.109375,False
C_physical_quantity,rmse_q3_iqr2,strategy_within_cutoff,Q3,Balanced,Aggressive,10,-57892.47399476568,-56411.77920189994,44121.96212679692,-84431.72700655904,-32098.878617595066,1.0,exact,0.00390625,9,1,0,0.03515625,True
C_physical_quantity,rmse_q3_iqr2,strategy_within_cutoff,Q3+IQR/2,Conservative,Balanced,10,-7214.356728706334,-4879.548267715232,11287.97409742789,-14034.889730508483,-786.3953575649564,10.0,exact,0.083984375,8,2,0,0.419921875,False
C_physical_quantity,rmse_q3_iqr2,strategy_within_cutoff,Q3+IQR/2,Conservative,Aggressive,10,-43611.03577254657,-30818.85831620599,46247.4339079185,-70986.17921354195,-16877.759738700715,4.0,exact,0.013671875,9,1,0,0.109375,False
C_physical_quantity,rmse_q3_iqr2,strategy_within_cutoff,Q3+IQR/2,Balanced,Aggressive,10,-36396.67904384024,-21131.829670288513,46367.946958602326,-65444.05821041148,-10320.007883584682,8.0,exact,0.048828125,8,2,0,0.29296875,False
C_physical_quantity,rmse_q3_iqr2,cutoff_within_strategy,Conservative,Mean,Q3,10,10477.414323926972,13012.498392987261,22445.87958786562,-3223.9902132778498,23085.134002676295,13.0,exact,0.16015625,3,7,0,0.9609375,False
C_physical_quantity,rmse_q3_iqr2,cutoff_within_strategy,Conservative,Mean,Q3+IQR/2,10,9642.465153191491,23294.46700595476,24874.328558975925,-5739.013052645914,23112.8855351549,18.0,exact,0.375,3,7,0,1.0,False
C_physical_quantity,rmse_q3_iqr2,cutoff_within_strategy,Conservative,Q3,Q3+IQR/2,10,-834.9491707354813,703.7952077708505,13681.069918508047,-9238.801473894215,6916.86247497214,27.0,exact,1.0,5,5,0,1.0,False
C_physical_quantity,rmse_q3_iqr2,cutoff_within_strategy,Balanced,Mean,Q3,10,5081.696110585068,3442.029568250491,25922.980410410328,-10375.661509579524,19762.436862338003,21.0,exact,0.556640625,4,6,0,1.0,False
C_physical_quantity,rmse_q3_iqr2,cutoff_within_strategy,Balanced,Mean,Q3+IQR/2,10,-8832.5823728232,-11682.442010857209,23245.976804117978,-21375.91993169306,5781.815884051857,17.0,exact,0.322265625,8,2,0,1.0,False
C_physical_quantity,rmse_q3_iqr2,cutoff_within_strategy,Balanced,Q3,Q3+IQR/2,10,-13914.27848340827,-10062.465651454535,19554.296605992407,-26233.540724261624,-3117.617394052284,10.0,exact,0.083984375,7,3,0,0.587890625,False
C_physical_quantity,rmse_q3_iqr2,cutoff_within_strategy,Aggressive,Mean,Q3,10,-52413.774765490445,-61095.58182085909,54105.64341411404,-83093.97181193864,-19459.681456530037,6.0,exact,0.02734375,7,3,0,0.24609375,False
C_physical_quantity,rmse_q3_iqr2,cutoff_within_strategy,Aggressive,Mean,Q3+IQR/2,10,-44832.258297973276,-50193.167978657766,49471.09649070098,-73466.65319716075,-15491.147205725352,7.0,exact,0.037109375,8,2,0,0.296875,False
C_physical_quantity,rmse_q3_iqr2,cutoff_within_strategy,Aggressive,Q3,Q3+IQR/2,10,7581.516467517171,8559.559044860296,58519.87376065525,-28083.303512243132,39843.41560426744,21.0,exact,0.556640625,4,6,0,1.0,False
