seed,split_id,feature_set,train_index_hash,test_index_hash,cutoff_rule,training_derived_cutoff_value,selected_hyperparameters,cv_f1,classifier_precision,classifier_recall,classifier_f1,train_low_count,train_high_count,test_true_low_count,test_true_high_count,test_predicted_low_count,test_predicted_high_count,elapsed_seconds,source_task
47,seed_47,B_no_component_costs,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,Mean,149455.57376518776,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8839001387361355,0.8363636363636363,0.92,0.8761904761904762,167,126,76,50,71,55,0.3858590999998341,B_no_component_costs_seed47
47,seed_47,B_no_component_costs,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,Q3,186341.08104,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8143753409710857,0.7878787878787878,0.9285714285714286,0.8524590163934426,219,74,98,28,93,33,0.348453900000095,B_no_component_costs_seed47
47,seed_47,B_no_component_costs,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,Q3+IQR/2,236416.03020000004,"{""C"": 10, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.7757142857142857,0.8125,0.65,0.7222222222222222,253,40,106,20,110,16,0.3746524999996836,B_no_component_costs_seed47
48,seed_48,B_no_component_costs,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,Mean,142432.68411619155,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.8493356848912404,0.9523809523809524,0.8955223880597015,0.9230769230769232,170,123,59,67,63,63,0.4133670000001075,B_no_component_costs_seed48
48,seed_48,B_no_component_costs,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,Q3,172503.33768,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.7793090479260693,0.9090909090909092,0.7317073170731707,0.8108108108108109,219,74,85,41,93,33,0.3702217999998538,B_no_component_costs_seed48
48,seed_48,B_no_component_costs,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,Q3+IQR/2,217622.21076,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.7971658615136876,0.95,0.59375,0.7307692307692307,251,42,94,32,106,20,0.4069667000003392,B_no_component_costs_seed48
49,seed_49,B_no_component_costs,5fdd2120bce3bbca42504784483b70fde3848531e4c5d707519cd971a00b2765,d3be780cdc03137d1d5656de7fd3069a46fb445bca278aae3dadc5b0859735a8,Mean,148264.22161079905,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8937776924809958,0.8833333333333333,0.913793103448276,0.8983050847457628,175,118,68,58,66,60,0.3526384999995571,B_no_component_costs_seed49
49,seed_49,B_no_component_costs,5fdd2120bce3bbca42504784483b70fde3848531e4c5d707519cd971a00b2765,d3be780cdc03137d1d5656de7fd3069a46fb445bca278aae3dadc5b0859735a8,Q3,177010.71696000002,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.8592995169082126,0.8529411764705882,0.7837837837837838,0.8169014084507042,219,74,89,37,92,34,0.3850332000001799,B_no_component_costs_seed49
49,seed_49,B_no_component_costs,5fdd2120bce3bbca42504784483b70fde3848531e4c5d707519cd971a00b2765,d3be780cdc03137d1d5656de7fd3069a46fb445bca278aae3dadc5b0859735a8,Q3+IQR/2,222112.26612000004,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.7897509578544061,0.875,0.875,0.875,247,46,102,24,102,24,0.3541478000006464,B_no_component_costs_seed49
50,seed_50,B_no_component_costs,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,Mean,146587.48120233486,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8789249079946754,0.9019607843137256,0.9387755102040816,0.92,165,128,77,49,75,51,0.3910668999997142,B_no_component_costs_seed50
50,seed_50,B_no_component_costs,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,Q3,177010.71696000002,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8061944276949876,0.9666666666666668,0.7837837837837838,0.8656716417910447,219,74,89,37,96,30,0.3516743000000133,B_no_component_costs_seed50
50,seed_50,B_no_component_costs,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,Q3+IQR/2,222112.26612000004,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.8176245210727969,1.0,0.6818181818181818,0.8108108108108109,245,48,104,22,111,15,0.397961500000747,B_no_component_costs_seed50
51,seed_51,B_no_component_costs,7cb7afdb1193a54f11bb0b32d22c46a42ebf03b34cd024b772cd7075257d9324,2738fc002bbee32f35e59b1bcd9f93799733d098b0f3796ed8a7ad71b2cd3248,Mean,149367.6454396045,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8657533945115645,0.8727272727272727,0.96,0.9142857142857144,167,126,76,50,71,55,0.4133574999996199,B_no_component_costs_seed51
51,seed_51,B_no_component_costs,7cb7afdb1193a54f11bb0b32d22c46a42ebf03b34cd024b772cd7075257d9324,2738fc002bbee32f35e59b1bcd9f93799733d098b0f3796ed8a7ad71b2cd3248,Q3,180607.26672,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.7951447245564892,0.9629629629629628,0.8125,0.8813559322033898,219,74,94,32,99,27,0.432264899999609,B_no_component_costs_seed51
51,seed_51,B_no_component_costs,7cb7afdb1193a54f11bb0b32d22c46a42ebf03b34cd024b772cd7075257d9324,2738fc002bbee32f35e59b1bcd9f93799733d098b0f3796ed8a7ad71b2cd3248,Q3+IQR/2,227427.68412,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.8041666666666667,0.9375,0.7142857142857143,0.8108108108108109,247,46,105,21,110,16,0.4183930999997756,B_no_component_costs_seed51
42,seed_42,C_physical_quantity,ec2c5a575a0b1ee4de75df97ea8ba831680db19b0e9a19408adfd21c224436b7,b8d3dc52f3d64eaa2c6def794ef4b4b617249cc20aef64b0716876562347b736,Mean,154018.6739051335,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8400750750750752,0.7884615384615384,0.8541666666666666,0.82,178,115,78,48,74,52,0.3956203999996432,C_physical_quantity_seed42
42,seed_42,C_physical_quantity,ec2c5a575a0b1ee4de75df97ea8ba831680db19b0e9a19408adfd21c224436b7,b8d3dc52f3d64eaa2c6def794ef4b4b617249cc20aef64b0716876562347b736,Q3,190358.76024,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8630952380952381,0.7142857142857143,0.8333333333333334,0.7692307692307693,219,74,102,24,98,28,0.3679098000002341,C_physical_quantity_seed42
42,seed_42,C_physical_quantity,ec2c5a575a0b1ee4de75df97ea8ba831680db19b0e9a19408adfd21c224436b7,b8d3dc52f3d64eaa2c6def794ef4b4b617249cc20aef64b0716876562347b736,Q3+IQR/2,242028.252,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.7628205128205128,0.8333333333333334,0.7142857142857143,0.7692307692307693,249,44,112,14,114,12,0.3396596999991743,C_physical_quantity_seed42
43,seed_43,C_physical_quantity,27ca6bd09e7cb3bd5f7eec2fd33521faae62261040e2913cdd814ecbe88dc452,841dd3f96c71e5aaaa3280e2e0b2dbc161f6ec361c973095c51218827f5e491b,Mean,148856.99495687414,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.911450680771868,0.8679245283018868,0.9019607843137256,0.8846153846153846,168,125,75,51,73,53,0.3969830999994883,C_physical_quantity_seed43
43,seed_43,C_physical_quantity,27ca6bd09e7cb3bd5f7eec2fd33521faae62261040e2913cdd814ecbe88dc452,841dd3f96c71e5aaaa3280e2e0b2dbc161f6ec361c973095c51218827f5e491b,Q3,174395.51352,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8412617220801364,0.967741935483871,0.75,0.8450704225352113,219,74,86,40,95,31,0.3762647999992623,C_physical_quantity_seed43
43,seed_43,C_physical_quantity,27ca6bd09e7cb3bd5f7eec2fd33521faae62261040e2913cdd814ecbe88dc452,841dd3f96c71e5aaaa3280e2e0b2dbc161f6ec361c973095c51218827f5e491b,Q3+IQR/2,219972.29544,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8519383135257499,0.75,0.75,0.75,242,51,106,20,106,20,0.3562749000002441,C_physical_quantity_seed43
44,seed_44,C_physical_quantity,75589881aa0c3e0b30e3094641de5fe49e0d32ddd2c9d2f75fedbdc6cc1c98ed,0f5851ecd7b0628f755201e1656affe8c4cb47f695749ce25470856e30086061,Mean,148192.40824315403,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.929594163246694,0.7540983606557377,0.9019607843137256,0.8214285714285714,167,126,75,51,65,61,0.3245079000007536,C_physical_quantity_seed44
44,seed_44,C_physical_quantity,75589881aa0c3e0b30e3094641de5fe49e0d32ddd2c9d2f75fedbdc6cc1c98ed,0f5851ecd7b0628f755201e1656affe8c4cb47f695749ce25470856e30086061,Q3,180744.96168,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.7817584480600751,0.8333333333333334,0.8064516129032258,0.819672131147541,219,74,95,31,96,30,0.3368143999996391,C_physical_quantity_seed44
44,seed_44,C_physical_quantity,75589881aa0c3e0b30e3094641de5fe49e0d32ddd2c9d2f75fedbdc6cc1c98ed,0f5851ecd7b0628f755201e1656affe8c4cb47f695749ce25470856e30086061,Q3+IQR/2,229496.46768,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.7614233841684822,0.9,0.8181818181818182,0.8571428571428571,248,45,104,22,106,20,0.3495870999995532,C_physical_quantity_seed44
45,seed_45,C_physical_quantity,8c248bccf6046cb28dc3e4cc090c1fc5112a90eeed204b1e716582c31ddb979d,e4301a9888bf200397af19614edf982f23e0cbd8f7352817d893e63912eb0be0,Mean,140511.27038840996,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8965272453644547,0.9365079365079364,0.8939393939393939,0.9147286821705426,162,131,60,66,63,63,0.3557805000000371,C_physical_quantity_seed45
45,seed_45,C_physical_quantity,8c248bccf6046cb28dc3e4cc090c1fc5112a90eeed204b1e716582c31ddb979d,e4301a9888bf200397af19614edf982f23e0cbd8f7352817d893e63912eb0be0,Q3,171813.564,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.805326797385621,0.9411764705882352,0.7441860465116279,0.8311688311688312,219,74,83,43,92,34,0.3411432000002605,C_physical_quantity_seed45
45,seed_45,C_physical_quantity,8c248bccf6046cb28dc3e4cc090c1fc5112a90eeed204b1e716582c31ddb979d,e4301a9888bf200397af19614edf982f23e0cbd8f7352817d893e63912eb0be0,Q3+IQR/2,215802.75852000003,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.8800287356321839,0.9444444444444444,0.6538461538461539,0.7727272727272727,245,48,100,26,108,18,0.3502920999999332,C_physical_quantity_seed45
46,seed_46,C_physical_quantity,f9cfd6983a0b656d566c45e49a43f7fefb1892ddb865b6160cc1c399ba414ea0,366561bc4e5c83c690827e0e5ba276acd41e534e0619a40d66447ecee81fdebb,Mean,148157.26402827346,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8965714195411251,0.8679245283018868,0.9019607843137256,0.8846153846153846,167,126,75,51,73,53,0.2963891999988846,C_physical_quantity_seed46
46,seed_46,C_physical_quantity,f9cfd6983a0b656d566c45e49a43f7fefb1892ddb865b6160cc1c399ba414ea0,366561bc4e5c83c690827e0e5ba276acd41e534e0619a40d66447ecee81fdebb,Q3,182425.19112,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8702260504967642,0.8148148148148148,0.7586206896551724,0.7857142857142857,219,74,97,29,99,27,0.2875628000001597,C_physical_quantity_seed46
46,seed_46,C_physical_quantity,f9cfd6983a0b656d566c45e49a43f7fefb1892ddb865b6160cc1c399ba414ea0,366561bc4e5c83c690827e0e5ba276acd41e534e0619a40d66447ecee81fdebb,Q3+IQR/2,231146.88912,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.7838433967466226,0.8666666666666667,0.6190476190476191,0.7222222222222222,249,44,105,21,111,15,0.3177699999996548,C_physical_quantity_seed46
47,seed_47,C_physical_quantity,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,Mean,149455.57376518776,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.872995010344408,0.8545454545454545,0.94,0.8952380952380953,167,126,76,50,71,55,0.3557295999999041,C_physical_quantity_seed47
47,seed_47,C_physical_quantity,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,Q3,186341.08104,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.8028985507246377,0.8064516129032258,0.8928571428571429,0.847457627118644,219,74,98,28,95,31,0.3365100000009988,C_physical_quantity_seed47
47,seed_47,C_physical_quantity,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,Q3+IQR/2,236416.03020000004,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.7651998916366732,0.9375,0.75,0.8333333333333334,253,40,106,20,110,16,0.3309275999999954,C_physical_quantity_seed47
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,Mean,142432.68411619155,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.865079365079365,0.953125,0.9104477611940298,0.931297709923664,170,123,59,67,62,64,0.3439498000007006,C_physical_quantity_seed48
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,Q3,172503.33768,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.7899848828420257,0.9032258064516128,0.6829268292682927,0.7777777777777778,219,74,85,41,95,31,0.3302705999994941,C_physical_quantity_seed48
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,Q3+IQR/2,217622.21076,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8322981366459627,0.9473684210526316,0.5625,0.7058823529411765,251,42,94,32,107,19,0.3238254000007146,C_physical_quantity_seed48
49,seed_49,C_physical_quantity,5fdd2120bce3bbca42504784483b70fde3848531e4c5d707519cd971a00b2765,d3be780cdc03137d1d5656de7fd3069a46fb445bca278aae3dadc5b0859735a8,Mean,148264.22161079905,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8831460477030099,0.8833333333333333,0.913793103448276,0.8983050847457628,175,118,68,58,66,60,0.3751842000001488,C_physical_quantity_seed49
49,seed_49,C_physical_quantity,5fdd2120bce3bbca42504784483b70fde3848531e4c5d707519cd971a00b2765,d3be780cdc03137d1d5656de7fd3069a46fb445bca278aae3dadc5b0859735a8,Q3,177010.71696000002,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8681196581196581,0.8235294117647058,0.7567567567567568,0.7887323943661971,219,74,89,37,92,34,0.3767494000003353,C_physical_quantity_seed49
49,seed_49,C_physical_quantity,5fdd2120bce3bbca42504784483b70fde3848531e4c5d707519cd971a00b2765,d3be780cdc03137d1d5656de7fd3069a46fb445bca278aae3dadc5b0859735a8,Q3+IQR/2,222112.26612000004,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8075287356321837,0.9130434782608696,0.875,0.8936170212765957,247,46,102,24,103,23,0.3173196999996435,C_physical_quantity_seed49
50,seed_50,C_physical_quantity,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,Mean,146587.48120233486,"{""C"": 10, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.8481173864894794,0.875,0.8571428571428571,0.865979381443299,165,128,77,49,78,48,0.399351399999432,C_physical_quantity_seed50
50,seed_50,C_physical_quantity,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,Q3,177010.71696000002,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8170316907250704,1.0,0.7837837837837838,0.8787878787878788,219,74,89,37,97,29,0.4085785000006581,C_physical_quantity_seed50
50,seed_50,C_physical_quantity,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,Q3+IQR/2,222112.26612000004,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.8060207991242474,1.0,0.8181818181818182,0.9,245,48,104,22,108,18,0.3898357999987638,C_physical_quantity_seed50
51,seed_51,C_physical_quantity,7cb7afdb1193a54f11bb0b32d22c46a42ebf03b34cd024b772cd7075257d9324,2738fc002bbee32f35e59b1bcd9f93799733d098b0f3796ed8a7ad71b2cd3248,Mean,149367.6454396045,"{""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.8752376897970767,0.8571428571428571,0.96,0.9056603773584906,167,126,76,50,70,56,0.3371936000003188,C_physical_quantity_seed51
51,seed_51,C_physical_quantity,7cb7afdb1193a54f11bb0b32d22c46a42ebf03b34cd024b772cd7075257d9324,2738fc002bbee32f35e59b1bcd9f93799733d098b0f3796ed8a7ad71b2cd3248,Q3,180607.26672,"{""C"": 100, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.7959972394755003,0.90625,0.90625,0.90625,219,74,94,32,94,32,0.3828988000004756,C_physical_quantity_seed51
51,seed_51,C_physical_quantity,7cb7afdb1193a54f11bb0b32d22c46a42ebf03b34cd024b772cd7075257d9324,2738fc002bbee32f35e59b1bcd9f93799733d098b0f3796ed8a7ad71b2cd3248,Q3+IQR/2,227427.68412,"{""C"": 10, ""gamma"": ""auto"", ""kernel"": ""linear""}",0.799404761904762,0.8888888888888888,0.7619047619047619,0.8205128205128205,247,46,105,21,108,18,0.3540881000008085,C_physical_quantity_seed51
